世界十大文豪 分类 文学特称
世界十大文豪 分类 人物
世界十大文豪 定义 荷马、但丁、歌德、拜伦、莎士比亚、雨果、泰戈尔、列夫·托尔斯泰、高尔基、鲁迅
李白 定义 字太白，号青莲居士，有“诗仙”之称，唐代浪漫主义诗人
李白 解释 字太白，号青莲居士，有“诗仙”之称，唐代浪漫主义诗人
李白 时代 盛唐
李白 时代 唐代
李白 号 青莲居士
李白 籍贯 陇西成纪
李白 出生日期 701
李白 死亡日期 762
李白 职业 有“诗仙”之称，唐代浪漫主义诗人
李白 职业 浪漫主义诗人
李白 父亲 李客
李白 别称 李供奉
